treebank,relation,layer,head,visibility,slice_value,accuracy,n_instances,slice_dimension
UD_German-GSD,object_adj_to_noun,17,15,both_masked,1,0.0,186,distance_bin
UD_German-GSD,object_adj_to_noun,17,15,both_masked,2,0.0,15,distance_bin
UD_German-GSD,object_adj_to_noun,17,15,both_masked,3,0.0,15,distance_bin
UD_German-GSD,object_adj_to_noun,17,15,both_masked,4-5,0.0,6,distance_bin
UD_German-GSD,object_adj_to_noun,17,15,both_masked,6-8,0.0,3,distance_bin
UD_German-GSD,object_det_to_noun,17,15,both_masked,1,0.0,426,distance_bin
UD_German-GSD,object_det_to_noun,17,15,both_masked,2,0.0,111,distance_bin
UD_German-GSD,object_det_to_noun,17,15,both_masked,3,0.0,30,distance_bin
UD_German-GSD,object_det_to_noun,17,15,both_masked,4-5,0.0,21,distance_bin
UD_German-GSD,object_det_to_noun,17,15,both_masked,6-8,0.0,3,distance_bin
UD_German-GSD,object_to_verb,17,15,both_masked,1,0.3,420,distance_bin
UD_German-GSD,object_to_verb,17,15,both_masked,2,0.4050632911392405,237,distance_bin
UD_German-GSD,object_to_verb,17,15,both_masked,3,0.045454545454545456,132,distance_bin
UD_German-GSD,object_to_verb,17,15,both_masked,4-5,0.0,228,distance_bin
UD_German-GSD,object_to_verb,17,15,both_masked,6-8,0.0,132,distance_bin
UD_German-GSD,object_to_verb,17,15,both_masked,9+,0.0,96,distance_bin
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,1,0.03225806451612903,186,distance_bin
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,2,0.25,12,distance_bin
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,3,0.0,12,distance_bin
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,4-5,0.0,3,distance_bin
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,9+,0.0,3,distance_bin
UD_German-GSD,subject_det_to_noun,17,15,both_masked,1,0.043689320388349516,618,distance_bin
UD_German-GSD,subject_det_to_noun,17,15,both_masked,2,0.16129032258064516,93,distance_bin
UD_German-GSD,subject_det_to_noun,17,15,both_masked,3,0.07692307692307693,39,distance_bin
UD_German-GSD,subject_det_to_noun,17,15,both_masked,4-5,0.0,30,distance_bin
UD_German-GSD,subject_det_to_noun,17,15,both_masked,6-8,0.0,3,distance_bin
UD_German-GSD,subject_det_to_noun,17,15,both_masked,9+,0.0,3,distance_bin
UD_German-GSD,subject_to_verb,17,15,both_masked,1,0.26877470355731226,759,distance_bin
UD_German-GSD,subject_to_verb,17,15,both_masked,2,0.3723404255319149,282,distance_bin
UD_German-GSD,subject_to_verb,17,15,both_masked,3,0.05952380952380952,252,distance_bin
UD_German-GSD,subject_to_verb,17,15,both_masked,4-5,0.042735042735042736,351,distance_bin
UD_German-GSD,subject_to_verb,17,15,both_masked,6-8,0.010101010101010102,297,distance_bin
UD_German-GSD,subject_to_verb,17,15,both_masked,9+,0.02564102564102564,351,distance_bin
UD_German-GSD,object_adj_to_noun,17,15,both_masked,right,0.0,225,direction
UD_German-GSD,object_det_to_noun,17,15,both_masked,right,0.0,591,direction
UD_German-GSD,object_to_verb,17,15,both_masked,left,0.4378698224852071,507,direction
